part_number,part_description,category,file_name,memory_specification,encode_status,Product_id,product_id_validation
UCS-MRX32G1RE3=,UCS-MRX32G1RE3= 32GB DDR5-5600 RDIMM 1Rx4 (16Gb) ,memory,c220m7-sff-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""5600"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR5"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.1V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D5ER14560011S1,Valid
UCS-MRX48G1RF32=,UCS-MRX48G1RF32= 48GB DDR5-5600 RDIMM 1Rx4 (24Gb) ,memory,c220m7-sff-specsheet.pdf,"{""capacity"": ""48GB"", ""speed"": ""5600"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR5"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.1V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,48D5ER14560011S1,Valid
UCS-MRX64G2RE3=,UCS-MRX64G2RE3= 64GB DDR5-5600 RDIMM 2Rx4 (16Gb) ,memory,c220m7-sff-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""5600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR5"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.1V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D5ER24560011S1,Valid
UCS-MRX96G2RF3=,UCS-MRX96G2RF3= 96GB DDR5-5600 RDIMM 2Rx4 (24Gb) ,memory,c220m7-sff-specsheet.pdf,"{""capacity"": ""96GB"", ""speed"": ""5600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR5"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.1V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,96D5ER24560011S1,Valid
UCS-MR128G4RE3=,UCS-MR128G4RE3= 128GB DDR5-5600 RDIMM 4Rx4 (16Gb),memory,c220m7-sff-specsheet.pdf,"{""capacity"": ""128GB"", ""speed"": ""5600"", ""ranks"": ""4"", ""rank_width"": ""4"", ""memory_type"": ""DDR5"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.1V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,128D5ER44560011S1,Valid
UCS-MR-X16G1RT-H,UCS-MR-X16G1RT-H 16GB DDR4-2933MHz RDIMM 1Rx4 (8Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""16GB"", ""speed"": ""2933"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14293312S1,Valid
UCS-MR-X32G2RT-H,UCS-MR-X32G2RT-H 32GB DDR4-2933MHz RDIMM 2Rx4 (8Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""32GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24293312S1,Valid
UCS-MR-X64G2RT-H,UCS-MR-X64G2RT-H 64GB DDR4-2933MHz RDIMM 2Rx4 (16Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""64GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24293312S1,Valid
UCS-MR-X16G1RW,UCS-MR-X16G1RW 16GB DDR4-3200MHz RDIMM 1Rx4 (8Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X32G2RW,UCS-MR-X32G2RW 32GB DDR4-3200MHz RDIMM 2Rx4 (8Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X64G2RW,UCS-MR-X64G2RW 64GB DDR4-3200MHz RDIMM 2Rx4 (16Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X16G1RT-H,UCS-MR-X16G1RT-H 16GB DDR4-2933MHz RDIMM 1Rx4 (8Gb)/1.2v,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""16GB"", ""speed"": ""2933"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14293312S1,Valid
UCS-MR-X16G1RW,UCS-MR-X16G1RW 16GB DDR4-3200MHz RDIMM 1Rx4 (8Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X32G2RT-H,UCS-MR-X32G2RT-H 32GB DDR4-2933MHz RDIMM 2Rx4 (8Gb)/1.2v,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""32GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24293312S1,Valid
UCS-MR-X32G2RW,UCS-MR-X32G2RW 32GB DDR4-3200MHz RDIMM 2Rx4 (8Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X64G2RT-H,UCS-MR-X64G2RT-H 64GB DDR4-2933MHz RDIMM 2Rx4 (16Gb)/1.2v,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""64GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24293312S1,Valid
UCS-MR-X64G2RW,UCS-MR-X64G2RW 64GB DDR4-3200MHz RDIMM 2Rx4 (16Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X64G2RW164GB,UCS-MR-X64G2RW164GB DDR4-3200MHz RDIMM 2Rx4 (16Gb)/1.2v ,memory,c220-c240-b200-m5-memory-addendum.pdf,"{""capacity"": ""164GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,164D4ER24320012S1,Valid
UCS-MR-1X322RV-A,UCS-MR-1X322RV-A 32GB DDR4-2400-MHz RDIMM/PC4-19200/dual rank/x4 1.2 V 2 ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2400"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24240012S1,Valid
UCS-MR-1X162RV-A,UCS-MR-1X162RV-A 16GB DDR4-2400-MHz RDIMM/PC4-19200/dual rank/x4 1.2 V 2 ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2400"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER24240012S1,Valid
UCS-MR-1X161RV-A,UCS-MR-1X161RV-A 16GB DDR4-2400-MHz RDIMM/PC4-19200/single rank/x4 1.2 V 1 ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2400"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14240012S1,Valid
UCS-MR-1X081RV-A,UCS-MR-1X081RV-A 8 GB DDR4-2400-MHz RDIMM/PC4-19200/single rank/x4 1.2 V 1 ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""2400"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D4ER14240012S1,Valid
UCS-MR-1X322RV-A,UCS-MR-1X322RV-A 16GB DDR4-2400-MHz RDIMM/PC4-19200/single rank/x4/1.2v ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2400"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14240012S1,Valid
UCS-MR-1X161RV-A,UCS-MR-1X161RV-A 8GB DDR4-2400-MHz RDIMM/PC4-19200/single rank/x4/1.2v ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""2400"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D4ER14240012S1,Valid
UCS-MR-1X081RU-A,UCS-MR-1X081RU-A 8GB DDR4-2133-MHz RDIMM/PC4-17000/single rank/x4/1.2v,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""2133"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D4ER14213312S1,Valid
UCS-MR-1X081RU-A,UCS-MR-1X081RU-A 8GB DDR4-2133-MHz RDIMM/PC4-17000/single rank/x4/1.2v ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""2133"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D4ER14213312S1,Valid
UCS-MR-1X081RV-A,UCS-MR-1X081RV-A 8GB DDR4-2400-MHz RDIMM/PC4-19200/single rank/x4/1.2v,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""2400"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D4ER14240012S1,Valid
UCS-MR-1X161RV-A,UCS-MR-1X161RV-A 16GB DDR4-2400-MHz RDIMM/PC4-19200/single rank/x4/1.2v,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2400"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14240012S1,Valid
UCS-MR-1X162RU-A,UCS-MR-1X162RU-A 16GB DDR4-2133-MHz RDIMM/PC4-17000/dual rank/x4/1.2v,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2133"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER24213312S1,Valid
UCS-MR-1X162RU-A,UCS-MR-1X162RU-A 16GB DDR4-2133-MHz RDIMM/PC4-17000/dual rank/x4/1.2v ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2133"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER24213312S1,Valid
UCS-MR-1X162RV-A,UCS-MR-1X162RV-A 16GB DDR4-2400-MHz RDIMM/PC4-19200/dual rank/x4/1.2v ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2400"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER24240012S1,Valid
UCS-MR-1X322RU-A,UCS-MR-1X322RU-A 32GB DDR4-2133-MHz RDIMM/PC4-17000/dual rank/x4/1.2v,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2133"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24213312S1,Valid
UCS-MR-1X322RV-A,UCS-MR-1X322RV-A 32GB DDR4-2400-MHz RDIMM/PC4-19200/dual rank/x4/1.2v,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2400"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24240012S1,Valid
UCS-MR-1X322RVA-S,UCS-MR-1X322RVA-S 32GB DDR4-2400-MHz RDIMM/PC4-19200/dual rank/x4/1.2v Samsung ,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2400"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24240012S1,Valid
UCS-MR-1X648RU-A,UCS-MR-1X648RU-A 64GB DDR4-2133-MHz TSV-RDIMM/PC4-17000/octal rank/x4/1.2v,memory,c220m4-sff-spec-sheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""2133"", ""ranks"": 8, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER84213312S1,Valid
UCS-MR-2X082RY-B,UCS-MR-2X082RY-B 2X8GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.35 V 2 ,memory,spec_sheet_c17-644231.pdf,"{""capacity"": ""8GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""2""}",is_encoded,8D3ER24160015S2,Valid
UCS-MR-2X041RY-B,UCS-MR-2X041RY-B 2X4GB DDR3-1600-MHz RDIMM/PC3-12800/1R/x4/1.35v 1.35 V 1 ,memory,spec_sheet_c17-644231.pdf,"{""capacity"": ""4GB"", ""speed"": ""1600"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""2""}",is_encoded,4D3ER14160015S2,Valid
UCS-MR-1X041RY-A,UCS-MR-1X041RY-A 4GB DDR3-1600-MHz RDIMM/PC3-12800/1R/x4/1.35v 1.35 V 1 ,memory,c24m3_sff_specsheet.pdf,"{""capacity"": ""4GB"", ""speed"": ""1600"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,4D3ER14160015S1,Valid
UCS-MR-1X082RY-A,UCS-MR-1X082RY-A 8GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.35 V 2 ,memory,c24m3_sff_specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D3ER24160015S1,Valid
UCS-MR-1X162RY-A,UCS-MR-1X162RY-A 16GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.35 V 2 ,memory,c24m3_sff_specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D3ER24160015S1,Valid
UCS-MR-X64G2RW1,UCS-MR-X64G2RW1 64 GB DDR4-3200MHz RDIMM 2Rx4 (16Gb) 1.2 V 2 ,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X32G2RW1,UCS-MR-X32G2RW1 32 GB DDR4-3200MHz RDIMM 2Rx4 (8Gb) 1.2 V 2 ,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X16G1RW1,UCS-MR-X16G1RW1 16 GB DDR4-3200MHz RDIMM 1Rx4 (8Gb) 1.2 V 1 Intel® Optane™ Persistent ,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X64G2RW=,UCS-MR-X64G2RW= 64GB DDR4-3200MHz RDIMM 2Rx4 (16Gb) ,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X32G2RW=,UCS-MR-X32G2RW= 32GB DDR4-3200MHz RDIMM 2Rx4 (8Gb),memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X16G1RW=,UCS-MR-X16G1RW= 16GB DDR4-3200MHz RDIMM 1Rx4 (8Gb) ,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X8G1RS-H,UCS-MR-X8G1RS-H 8GB DDR4-2666-MHz RDIMM/PC4-21300/single rank/x4/1.2v ,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""2666"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D4ER14266612S1,Valid
UCS-MR-X16G2RS-H,UCS-MR-X16G2RS-H 16GB DDR4-2666-MHz RDIMM/PC4-21300/dual rank/x4/1.2v,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER24266612S1,Valid
UCS-MR-X16G1RT-H,UCS-MR-X16G1RT-H 16GB DDR4-2933MHz RDIMM 1Rx4 (8Gb)/1.2v,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2933"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14293312S1,Valid
UCS-MR-X32G2RT-H,UCS-MR-X32G2RT-H 32GB DDR4-2933MHz RDIMM 2Rx4 (8Gb)/1.2v,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24293312S1,Valid
UCS-MR-X64G2RT-H,UCS-MR-X64G2RT-H 64GB DDR4-2933MHz RDIMM 2Rx4 (16Gb)/1.2v,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24293312S1,Valid
UCS-MR-128G8RS-H,UCS-MR-128G8RS-H 128GB DDR4-2666-MHz TSV-RDIMM/PC4-21300/octal rank/x4/1.2v,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""128GB"", ""speed"": ""2666"", ""ranks"": 8, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,128D4ER84266612S1,Valid
UCS-MR-X16G1RS-H,UCS-MR-X16G1RS-H 16GB DDR4-2666-MHz RDIMM/PC4-21300/single rank/x4/1.2v,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2666"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14266612S1,Valid
UCS-MR-X16G1RSHM,UCS-MR-X16G1RSHM 16GB DDR4-2666-MHz RDIMM/single rank/x4/1.2v. Micron only,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2666"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14266612S1,Valid
UCS-MR-X32G2RS-H,UCS-MR-X32G2RS-H 32GB DDR4-2666-MHz RDIMM/PC4-21300/dual rank/x4/1.2v,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24266612S1,Valid
